Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_25_783.jpg;-15;0;0;0.01774448;99.68783;85.57087;0.0650645;305.9745;0.003368478
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_25_851.jpg;-15;0;0;0.01674383;99.68787;85.57082;0.01285075;303.2743;-0.00563531
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_25_921.jpg;-13.5272;0;0;0.015708;99.68795;85.57074;359.9507;299.8503;359.9771
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_25_988.jpg;-10.4816;0;0;0.0145465;99.68801;85.57066;359.9103;297.8791;359.9625
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_26_051.jpg;-7.392032;0;0;0.01290828;99.68808;85.57056;359.8758;296.3737;359.9483
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_26_120.jpg;-4.550865;0;0;0.01183588;99.6882;85.57035;359.8394;295.1086;359.9324
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_26_183.jpg;-1.492578;0;0;0.01107126;99.68825;85.57027;359.8156;294.7547;359.924
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_26_236.jpg;0;0;0;0;99.68826;85.57026;359.7948;294.751;359.9187
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_26_304.jpg;0;0;0;0;99.68826;85.57025;359.7795;294.751;359.9155
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_26_367.jpg;0;0.09573305;0;0;99.68821;85.57035;359.767;294.751;359.9144
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_26_435.jpg;0;0.30048;0;0;99.68821;85.57034;359.7611;294.9082;359.9164
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_26_504.jpg;0;0.4900349;0;0.02342085;99.68967;85.5672;359.839;294.8403;359.9192
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_26_567.jpg;0;0.695205;0;0.06880866;99.69215;85.56187;359.9667;294.9027;359.9236
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_26_635.jpg;0;0.900738;0;0.08394241;99.69744;85.55051;0.2235629;294.8932;359.9317
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_26_704.jpg;0;1;0;0.1411254;99.70374;85.53763;0.48843;294.9946;359.9576
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_26_767.jpg;0;0.9047383;0;0.2032806;99.71121;85.52219;0.7651307;295.0943;0.002797078
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_26_836.jpg;0;0.6991541;0;0.25562;99.72224;85.49744;1.13225;295.0256;0.01545208
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_26_895.jpg;0;0.5105623;0;0.2895482;99.73122;85.47777;1.326418;294.8893;-0.002237833
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_26_952.jpg;0;0.35137;0;0.3272934;99.73657;85.46684;1.268004;294.8196;-0.001844736
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_27_020.jpg;0;0.1471001;0;0.3394497;99.74627;85.44589;1.005491;294.7152;-0.0002841903
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_27_088.jpg;0;0;0;0.3302996;99.75323;85.43079;0.7882806;294.7928;-0.0007322335
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_27_151.jpg;0;0;0;0.3444263;99.76036;85.41534;0.5796486;294.7929;0.0004435581
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_27_221.jpg;0;0;0;0.3434109;99.76989;85.39469;0.3090695;294.7929;0.001832718
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_27_288.jpg;0;0;0;0.3423037;99.77711;85.37907;0.1190936;294.7929;0.00272571
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_27_351.jpg;0;0;0;0.3407026;99.78441;85.36327;359.9452;294.7929;0.003485268
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_27_421.jpg;0;0;0;0.3394227;99.79431;85.34183;359.7441;294.7929;0.004279486
/Users/markstumbris/CDU/IMG/robocam_2018_01_11_17_35_27_489.jpg;0;0;0;0.3380884;99.8019;85.3254;359.6193;294.7929;0.004713602
